PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,Alone,Title,Level
85,1,2,1.0,17.0,0,0,10.5,0.0,1,1,0.0,A
86,1,3,1.0,33.0,3,0,15.85,0.0,4,0,0.0,G
87,0,3,0.0,16.0,1,3,34.375,0.0,5,0,0.0,F
88,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,F
89,1,1,1.0,23.0,3,2,263.0,0.0,6,0,0.0,C
90,0,3,0.0,24.0,0,0,8.05,0.0,1,1,0.0,F
91,0,3,0.0,29.0,0,0,8.05,0.0,1,1,0.0,F
92,0,3,0.0,20.0,0,0,7.8542,0.0,1,1,0.0,F
93,0,1,0.0,46.0,1,0,61.175,0.0,2,0,0.0,E
94,0,3,0.0,26.0,1,2,20.575,0.0,4,0,0.0,F
95,0,3,0.0,59.0,0,0,7.25,0.0,1,1,0.0,F
96,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,F
97,0,1,0.0,71.0,0,0,34.6542,1.0,1,1,0.0,A
98,1,1,0.0,23.0,0,1,63.3583,1.0,2,0,0.0,D
99,1,2,1.0,34.0,0,1,23.0,0.0,2,0,0.0,A
100,0,2,0.0,34.0,1,0,26.0,0.0,2,0,0.0,F
101,0,3,1.0,28.0,0,0,7.8958,0.0,1,1,0.0,F
102,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
103,0,1,0.0,21.0,0,1,77.2875,0.0,2,0,0.0,D
104,0,3,0.0,33.0,0,0,8.6542,0.0,1,1,0.0,F
105,0,3,0.0,37.0,2,0,7.925,0.0,3,0,0.0,A
106,0,3,0.0,28.0,0,0,7.8958,0.0,1,1,0.0,F
107,1,3,1.0,21.0,0,0,7.65,0.0,1,1,0.0,F
108,1,3,0.0,26.0,0,0,7.775,0.0,1,1,0.0,F
109,0,3,0.0,38.0,0,0,7.8958,0.0,1,1,0.0,F
110,1,3,1.0,18.0,1,0,24.15,0.0,2,0,0.0,F
111,0,1,0.0,47.0,0,0,52.0,0.0,1,1,0.0,C
112,0,3,1.0,14.5,1,0,14.4542,1.0,2,0,0.0,A
113,0,3,0.0,22.0,0,0,8.05,0.0,1,1,0.0,F
114,0,3,1.0,20.0,1,0,9.825,0.0,2,0,0.0,A
115,0,3,1.0,17.0,0,0,14.4583,1.0,1,1,0.0,A
116,0,3,0.0,21.0,0,0,7.925,0.0,1,1,0.0,F
117,0,3,0.0,70.5,0,0,7.75,0.0,1,1,0.0,F
118,0,2,0.0,29.0,1,0,21.0,0.0,2,0,0.0,F
119,0,1,0.0,24.0,0,1,247.5208,1.0,2,0,0.0,B
120,0,3,1.0,2.0,4,2,31.275,0.0,7,0,0.0,A
121,0,2,0.0,21.0,2,0,73.5,0.0,3,0,0.0,F
122,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,F
123,0,2,0.0,32.5,1,0,30.0708,1.0,2,0,0.0,A
124,1,2,1.0,32.5,0,0,13.0,0.0,1,1,0.0,E
125,0,1,0.0,54.0,0,1,77.2875,0.0,2,0,0.0,D
126,1,3,0.0,12.0,1,0,11.2417,1.0,2,0,1.0,A
127,0,3,0.0,26.0,0,0,7.75,0.0,1,1,0.0,F
128,1,3,0.0,24.0,0,0,7.1417,0.0,1,1,0.0,F
129,1,3,1.0,18.0,1,1,22.3583,1.0,3,0,0.0,F
130,0,3,0.0,45.0,0,0,6.975,0.0,1,1,0.0,F
131,0,3,0.0,33.0,0,0,7.8958,1.0,1,1,0.0,F
132,0,3,0.0,20.0,0,0,7.05,0.0,1,1,0.0,F
133,0,3,1.0,47.0,1,0,14.5,0.0,2,0,0.0,A
134,1,2,1.0,29.0,1,0,26.0,0.0,2,0,0.0,A
135,0,2,0.0,25.0,0,0,13.0,0.0,1,1,0.0,F
136,0,2,0.0,23.0,0,0,15.0458,1.0,1,1,0.0,A
137,1,1,1.0,19.0,0,2,26.2833,0.0,3,0,0.0,D
138,0,1,0.0,37.0,1,0,53.1,0.0,2,0,0.0,C
139,0,3,0.0,16.0,0,0,9.2167,0.0,1,1,0.0,A
140,0,1,0.0,24.0,0,0,79.2,1.0,1,1,0.0,B
141,0,3,1.0,31.0,0,2,15.2458,1.0,3,0,0.0,G
142,1,3,1.0,22.0,0,0,7.75,0.0,1,1,0.0,F
143,1,3,1.0,24.0,1,0,15.85,0.0,2,0,0.0,A
144,0,3,0.0,19.0,0,0,6.75,0.0,1,1,0.0,F
145,0,2,0.0,18.0,0,0,11.5,0.0,1,1,0.0,A
146,0,2,0.0,19.0,1,1,36.75,0.0,3,0,0.0,F
147,1,3,0.0,27.0,0,0,7.7958,0.0,1,1,0.0,F
148,0,3,1.0,9.0,2,2,34.375,0.0,5,0,0.0,F
149,0,2,0.0,36.5,0,2,26.0,0.0,3,0,0.0,F
150,0,2,0.0,42.0,0,0,13.0,0.0,1,1,0.0,A
151,0,2,0.0,51.0,0,0,12.525,0.0,1,1,0.0,A
152,1,1,1.0,22.0,1,0,66.6,0.0,2,0,0.0,C
153,0,3,0.0,55.5,0,0,8.05,0.0,1,1,0.0,A
154,0,3,0.0,40.5,0,2,14.5,0.0,3,0,0.0,A
155,0,3,0.0,26.0,0,0,7.3125,0.0,1,1,0.0,F
156,0,1,0.0,51.0,0,1,61.3792,1.0,2,0,0.0,A
157,1,3,1.0,16.0,0,0,7.7333,0.0,1,1,0.0,F
158,0,3,0.0,30.0,0,0,8.05,0.0,1,1,0.0,F
159,0,3,0.0,26.0,0,0,8.6625,0.0,1,1,0.0,F
160,0,3,0.0,4.0,8,2,69.55,0.0,11,0,1.0,F
161,0,3,0.0,44.0,0,1,16.1,0.0,2,0,0.0,A
162,1,2,1.0,40.0,0,0,15.75,0.0,1,1,0.0,D
163,0,3,0.0,26.0,0,0,7.775,0.0,1,1,0.0,F
164,0,3,0.0,17.0,0,0,8.6625,0.0,1,1,0.0,F
165,0,3,0.0,1.0,4,1,39.6875,0.0,6,0,1.0,F
166,1,3,0.0,9.0,0,2,20.525,0.0,3,0,1.0,F
167,1,1,1.0,40.0,0,1,55.0,0.0,2,0,0.0,E
168,0,3,1.0,45.0,1,4,27.9,0.0,6,0,0.0,A
169,0,1,0.0,40.0,0,0,25.925,0.0,1,1,0.0,A
170,0,3,0.0,28.0,0,0,56.4958,0.0,1,1,0.0,A
171,0,1,0.0,61.0,0,0,33.5,0.0,1,1,0.0,B
172,0,3,0.0,4.0,4,1,29.125,0.0,6,0,1.0,F
173,1,3,1.0,1.0,1,1,11.1333,0.0,3,0,0.0,G
174,0,3,0.0,21.0,0,0,7.925,0.0,1,1,0.0,F
175,0,1,0.0,56.0,0,0,30.6958,1.0,1,1,0.0,A
176,0,3,0.0,18.0,1,1,7.8542,0.0,3,0,0.0,F
177,0,3,0.0,4.0,3,1,25.4667,0.0,5,0,1.0,F
178,0,1,1.0,50.0,0,0,28.7125,1.0,1,1,0.0,C
179,0,2,0.0,30.0,0,0,13.0,0.0,1,1,0.0,A
180,0,3,0.0,36.0,0,0,7.8958,0.0,1,1,0.0,F
181,0,3,1.0,18.0,8,2,69.55,0.0,11,0,0.0,A
182,0,2,0.0,31.0,0,0,15.05,1.0,1,1,0.0,A
183,0,3,0.0,9.0,4,2,31.3875,0.0,7,0,1.0,F
184,1,2,0.0,1.0,2,1,39.0,0.0,4,0,1.0,F
185,1,3,1.0,4.0,0,2,22.025,0.0,3,0,0.0,F
186,0,1,0.0,40.0,0,0,50.0,0.0,1,1,0.0,A
187,1,3,1.0,31.0,1,0,15.5,0.0,2,0,0.0,A
188,1,1,0.0,45.0,0,0,26.55,0.0,1,1,0.0,A
189,0,3,0.0,40.0,1,1,15.5,0.0,3,0,0.0,G
190,0,3,0.0,36.0,0,0,7.8958,0.0,1,1,0.0,F
191,1,2,1.0,32.0,0,0,13.0,0.0,1,1,0.0,A
192,0,2,0.0,19.0,0,0,13.0,0.0,1,1,0.0,F
193,1,3,1.0,19.0,1,0,7.8542,0.0,2,0,0.0,F
194,1,2,0.0,3.0,1,1,26.0,0.0,3,0,1.0,F
195,1,1,1.0,44.0,0,0,27.7208,1.0,1,1,0.0,B
196,1,1,1.0,58.0,0,0,146.5208,1.0,1,1,0.0,B
197,0,3,0.0,26.0,0,0,7.75,0.0,1,1,0.0,F
198,0,3,0.0,42.0,0,1,8.4042,0.0,2,0,0.0,F
199,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
200,0,2,1.0,24.0,0,0,13.0,0.0,1,1,0.0,A
201,0,3,0.0,28.0,0,0,9.5,0.0,1,1,0.0,A
202,0,3,0.0,26.0,8,2,69.55,0.0,11,0,0.0,A
203,0,3,0.0,34.0,0,0,6.4958,0.0,1,1,0.0,F
204,0,3,0.0,45.5,0,0,7.225,1.0,1,1,0.0,F
205,1,3,0.0,18.0,0,0,8.05,0.0,1,1,0.0,A
206,0,3,1.0,2.0,0,1,10.4625,0.0,2,0,0.0,G
207,0,3,0.0,32.0,1,0,15.85,0.0,2,0,0.0,A
208,1,3,0.0,26.0,0,0,18.7875,1.0,1,1,0.0,A
209,1,3,1.0,16.0,0,0,7.75,0.0,1,1,0.0,F
210,1,1,0.0,40.0,0,0,31.0,1.0,1,1,0.0,A
211,0,3,0.0,24.0,0,0,7.05,0.0,1,1,0.0,F
212,1,2,1.0,35.0,0,0,21.0,0.0,1,1,0.0,A
213,0,3,0.0,22.0,0,0,7.25,0.0,1,1,0.0,F
214,0,2,0.0,30.0,0,0,13.0,0.0,1,1,0.0,A
215,0,3,0.0,26.0,1,0,7.75,0.0,2,0,0.0,F
216,1,1,1.0,31.0,1,0,113.275,1.0,2,0,0.0,D
217,1,3,1.0,27.0,0,0,7.925,0.0,1,1,0.0,A
218,0,2,0.0,42.0,1,0,27.0,0.0,2,0,0.0,A
219,1,1,1.0,32.0,0,0,76.2917,1.0,1,1,0.0,D
220,0,2,0.0,30.0,0,0,10.5,0.0,1,1,0.0,F
221,1,3,0.0,16.0,0,0,8.05,0.0,1,1,0.0,A
222,0,2,0.0,27.0,0,0,13.0,0.0,1,1,0.0,A
223,0,3,0.0,51.0,0,0,8.05,0.0,1,1,0.0,A
224,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
225,1,1,0.0,38.0,1,0,90.0,0.0,2,0,0.0,C
226,0,3,0.0,22.0,0,0,9.35,0.0,1,1,0.0,A
227,1,2,0.0,19.0,0,0,10.5,0.0,1,1,0.0,F
228,0,3,0.0,20.5,0,0,7.25,0.0,1,1,0.0,F
229,0,2,0.0,18.0,0,0,13.0,0.0,1,1,0.0,F
230,0,3,1.0,18.0,3,1,25.4667,0.0,5,0,0.0,F
231,1,1,1.0,35.0,1,0,83.475,0.0,2,0,0.0,C
232,0,3,0.0,29.0,0,0,7.775,0.0,1,1,0.0,F
233,0,2,0.0,59.0,0,0,13.5,0.0,1,1,0.0,A
234,1,3,1.0,5.0,4,2,31.3875,0.0,7,0,0.0,F
235,0,2,0.0,24.0,0,0,10.5,0.0,1,1,0.0,F
236,0,3,1.0,18.0,0,0,7.55,0.0,1,1,0.0,F
237,0,2,0.0,44.0,1,0,26.0,0.0,2,0,0.0,F
238,1,2,1.0,8.0,0,2,26.25,0.0,3,0,0.0,F
239,0,2,0.0,19.0,0,0,10.5,0.0,1,1,0.0,F
240,0,2,0.0,33.0,0,0,12.275,0.0,1,1,0.0,A
241,0,3,1.0,18.0,1,0,14.4542,1.0,2,0,0.0,A
242,1,3,1.0,18.0,1,0,15.5,0.0,2,0,0.0,A
243,0,2,0.0,29.0,0,0,10.5,0.0,1,1,0.0,F
244,0,3,0.0,22.0,0,0,7.125,0.0,1,1,0.0,F
245,0,3,0.0,30.0,0,0,7.225,1.0,1,1,0.0,F
246,0,1,0.0,44.0,2,0,90.0,0.0,3,0,0.0,C
247,0,3,1.0,25.0,0,0,7.775,0.0,1,1,0.0,F
248,1,2,1.0,24.0,0,2,14.5,0.0,3,0,0.0,A
249,1,1,0.0,37.0,1,1,52.5542,0.0,3,0,0.0,D
250,0,2,0.0,54.0,1,0,26.0,0.0,2,0,0.0,A
251,0,3,0.0,26.0,0,0,7.25,0.0,1,1,0.0,F
252,0,3,1.0,29.0,1,1,10.4625,0.0,3,0,0.0,G
253,0,1,0.0,62.0,0,0,26.55,0.0,1,1,0.0,C
254,0,3,0.0,30.0,1,0,16.1,0.0,2,0,0.0,A
255,0,3,1.0,41.0,0,2,20.2125,0.0,3,0,0.0,A
256,1,3,1.0,29.0,0,2,15.2458,1.0,3,0,0.0,G
257,1,1,1.0,40.0,0,0,79.2,1.0,1,1,0.0,B
258,1,1,1.0,30.0,0,0,86.5,0.0,1,1,0.0,B
259,1,1,1.0,35.0,0,0,512.3292,1.0,1,1,0.0,B
260,1,2,1.0,50.0,0,1,26.0,0.0,2,0,0.0,A
261,0,3,0.0,26.0,0,0,7.75,0.0,1,1,0.0,F
262,1,3,0.0,3.0,4,2,31.3875,0.0,7,0,1.0,F
263,0,1,0.0,52.0,1,1,79.65,0.0,3,0,0.0,E
264,0,1,0.0,40.0,0,0,49.5042,0.0,1,1,0.0,B
265,0,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
266,0,2,0.0,36.0,0,0,10.5,0.0,1,1,0.0,F
267,0,3,0.0,16.0,4,1,39.6875,0.0,6,0,0.0,A
268,1,3,0.0,25.0,1,0,7.775,0.0,2,0,0.0,F
269,1,1,1.0,58.0,0,1,153.4625,0.0,2,0,0.0,C
270,1,1,1.0,35.0,0,0,135.6333,0.0,1,1,0.0,C
271,0,1,0.0,40.0,0,0,31.0,0.0,1,1,0.0,A
272,1,3,0.0,25.0,0,0,7.8958,0.0,1,1,0.0,F
273,1,2,1.0,41.0,0,1,19.5,0.0,2,0,0.0,A
274,0,1,0.0,37.0,0,1,29.7,1.0,2,0,0.0,C
275,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
276,1,1,1.0,63.0,1,0,77.9583,0.0,2,0,0.0,D
277,0,3,1.0,45.0,0,0,7.75,0.0,1,1,0.0,F
278,0,2,0.0,31.0,0,0,13.0,0.0,1,1,0.0,A
279,0,3,0.0,7.0,4,1,29.125,0.0,6,0,1.0,F
280,1,3,1.0,35.0,1,1,20.25,0.0,3,0,0.0,A
281,0,3,0.0,65.0,0,0,7.75,0.0,1,1,0.0,F
282,0,3,0.0,28.0,0,0,7.8542,0.0,1,1,0.0,F
283,0,3,0.0,16.0,0,0,9.5,0.0,1,1,0.0,A
284,1,3,0.0,19.0,0,0,8.05,0.0,1,1,0.0,A
285,0,1,0.0,40.0,0,0,26.0,0.0,1,1,0.0,A
286,0,3,0.0,33.0,0,0,8.6625,1.0,1,1,0.0,A
287,1,3,0.0,30.0,0,0,9.5,0.0,1,1,0.0,A
288,0,3,0.0,22.0,0,0,7.8958,0.0,1,1,0.0,F
289,1,2,0.0,42.0,0,0,13.0,0.0,1,1,0.0,D
290,1,3,1.0,22.0,0,0,7.75,0.0,1,1,0.0,F
291,1,1,1.0,26.0,0,0,78.85,0.0,1,1,0.0,B
292,1,1,1.0,19.0,1,0,91.0792,1.0,2,0,0.0,B
293,0,2,0.0,36.0,0,0,12.875,1.0,1,1,0.0,D
294,0,3,1.0,24.0,0,0,8.85,0.0,1,1,0.0,A
295,0,3,0.0,24.0,0,0,7.8958,0.0,1,1,0.0,F
296,0,1,0.0,40.0,0,0,27.7208,1.0,1,1,0.0,C
297,0,3,0.0,23.5,0,0,7.2292,1.0,1,1,0.0,F
298,0,1,1.0,2.0,1,2,151.55,0.0,4,0,0.0,C
299,1,1,0.0,40.0,0,0,30.5,0.0,1,1,0.0,C
300,1,1,1.0,50.0,0,1,247.5208,1.0,2,0,0.0,B
301,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
302,1,3,0.0,26.0,2,0,23.25,0.0,3,0,0.0,F
303,0,3,0.0,19.0,0,0,7.8958,0.0,1,1,0.0,F
304,1,2,1.0,24.0,0,0,12.35,0.0,1,1,0.0,E
305,0,3,0.0,26.0,0,0,8.05,0.0,1,1,0.0,F
306,1,1,0.0,0.92,1,2,151.55,0.0,4,0,1.0,C
307,1,1,1.0,30.0,0,0,110.8833,1.0,1,1,0.0,A
308,1,1,1.0,17.0,1,0,108.9,1.0,2,0,0.0,C
309,0,2,0.0,30.0,1,0,24.0,1.0,2,0,0.0,A
310,1,1,1.0,30.0,0,0,56.9292,1.0,1,1,0.0,E
311,1,1,1.0,24.0,0,0,83.1583,1.0,1,1,0.0,C
312,1,1,1.0,18.0,2,2,262.375,1.0,5,0,0.0,B
313,0,2,1.0,26.0,1,1,26.0,0.0,3,0,0.0,F
314,0,3,0.0,28.0,0,0,7.8958,0.0,1,1,0.0,F
315,0,2,0.0,43.0,1,1,26.25,0.0,3,0,0.0,F
316,1,3,1.0,26.0,0,0,7.8542,0.0,1,1,0.0,F
317,1,2,1.0,24.0,1,0,26.0,0.0,2,0,0.0,F
318,0,2,0.0,54.0,0,0,14.0,0.0,1,1,0.0,A
319,1,1,1.0,31.0,0,2,164.8667,0.0,3,0,0.0,C
320,1,1,1.0,40.0,1,1,134.5,1.0,3,0,0.0,E
321,0,3,0.0,22.0,0,0,7.25,0.0,1,1,0.0,F
322,0,3,0.0,27.0,0,0,7.8958,0.0,1,1,0.0,F
323,1,2,1.0,30.0,0,0,12.35,0.0,1,1,0.0,E
324,1,2,1.0,22.0,1,1,29.0,0.0,3,0,0.0,A
325,0,3,0.0,26.0,8,2,69.55,0.0,11,0,0.0,A
326,1,1,1.0,36.0,0,0,135.6333,1.0,1,1,0.0,C
327,0,3,0.0,61.0,0,0,6.2375,0.0,1,1,0.0,F
328,1,2,1.0,36.0,0,0,13.0,0.0,1,1,0.0,D
329,1,3,1.0,31.0,1,1,20.525,0.0,3,0,0.0,F
330,1,1,1.0,16.0,0,1,57.9792,1.0,2,0,0.0,B
331,1,3,1.0,18.0,2,0,23.25,0.0,3,0,0.0,F
332,0,1,0.0,45.5,0,0,28.5,0.0,1,1,0.0,C
333,0,1,0.0,38.0,0,1,153.4625,0.0,2,0,0.0,C
334,0,3,0.0,16.0,2,0,18.0,0.0,3,0,0.0,A
335,1,1,1.0,40.0,1,0,133.65,0.0,2,0,0.0,A
336,0,3,0.0,26.0,0,0,7.8958,0.0,1,1,0.0,F
337,0,1,0.0,29.0,1,0,66.6,0.0,2,0,0.0,C
338,1,1,1.0,41.0,0,0,134.5,1.0,1,1,0.0,E
339,1,3,0.0,45.0,0,0,8.05,0.0,1,1,0.0,A
340,0,1,0.0,45.0,0,0,35.5,0.0,1,1,0.0,T
341,1,2,0.0,2.0,1,1,26.0,0.0,3,0,1.0,F
342,1,1,1.0,24.0,3,2,263.0,0.0,6,0,0.0,C
343,0,2,0.0,28.0,0,0,13.0,0.0,1,1,0.0,F
344,0,2,0.0,25.0,0,0,13.0,0.0,1,1,0.0,F
345,0,2,0.0,36.0,0,0,13.0,0.0,1,1,0.0,A
346,1,2,1.0,24.0,0,0,13.0,0.0,1,1,0.0,F
347,1,2,1.0,40.0,0,0,13.0,0.0,1,1,0.0,A
348,1,3,1.0,31.0,1,0,16.1,0.0,2,0,0.0,G
349,1,3,0.0,3.0,1,1,15.9,0.0,3,0,1.0,G
350,0,3,0.0,42.0,0,0,8.6625,0.0,1,1,0.0,F
351,0,3,0.0,23.0,0,0,9.225,0.0,1,1,0.0,F
352,0,1,0.0,40.0,0,0,35.0,0.0,1,1,0.0,C
353,0,3,0.0,15.0,1,1,7.2292,1.0,3,0,0.0,F
354,0,3,0.0,25.0,1,0,17.8,0.0,2,0,0.0,A
355,0,3,0.0,26.0,0,0,7.225,1.0,1,1,0.0,F
356,0,3,0.0,28.0,0,0,9.5,0.0,1,1,0.0,A
357,1,1,1.0,22.0,0,1,55.0,0.0,2,0,0.0,E
358,0,2,1.0,38.0,0,0,13.0,0.0,1,1,0.0,A
359,1,3,1.0,18.0,0,0,7.8792,0.0,1,1,0.0,F
360,1,3,1.0,18.0,0,0,7.8792,0.0,1,1,0.0,F
361,0,3,0.0,40.0,1,4,27.9,0.0,6,0,0.0,A
362,0,2,0.0,29.0,1,0,27.7208,1.0,2,0,0.0,A
363,0,3,1.0,45.0,0,1,14.4542,1.0,2,0,0.0,A
364,0,3,0.0,35.0,0,0,7.05,0.0,1,1,0.0,F
365,0,3,0.0,26.0,1,0,15.5,0.0,2,0,0.0,A
366,0,3,0.0,30.0,0,0,7.25,0.0,1,1,0.0,F
367,1,1,1.0,60.0,1,0,75.25,1.0,2,0,0.0,D
368,1,3,1.0,31.0,0,0,7.2292,1.0,1,1,0.0,F
369,1,3,1.0,18.0,0,0,7.75,0.0,1,1,0.0,F
370,1,1,1.0,24.0,0,0,69.3,1.0,1,1,0.0,B
371,1,1,0.0,25.0,1,0,55.4417,1.0,2,0,0.0,E
372,0,3,0.0,18.0,1,0,6.4958,0.0,2,0,0.0,F
373,0,3,0.0,19.0,0,0,8.05,0.0,1,1,0.0,F
374,0,1,0.0,22.0,0,0,135.6333,1.0,1,1,0.0,C
375,0,3,1.0,3.0,3,1,21.075,0.0,5,0,0.0,F
376,1,1,1.0,40.0,1,0,82.1708,1.0,2,0,0.0,A
377,1,3,1.0,22.0,0,0,7.25,0.0,1,1,0.0,F
378,0,1,0.0,27.0,0,2,211.5,1.0,3,0,0.0,C
379,0,3,0.0,20.0,0,0,4.0125,1.0,1,1,0.0,F
380,0,3,0.0,19.0,0,0,7.775,0.0,1,1,0.0,F
381,1,1,1.0,42.0,0,0,227.525,1.0,1,1,0.0,C
382,1,3,1.0,1.0,0,2,15.7417,1.0,3,0,0.0,G
